study_id,code,name,cluster,distance_to_centroid,outlier_score,is_outlier,is_synthetic,price,delivery_hours,parameter_count,request_count,sample_type,analysis_method,requires_special_processing
956,ECN-CAT-HEM-113,Confirmación de Linfocitos,2,2.144,0.7,False,True,650.0,2.75,17,0,blood,citometria,False
957,ECN-CAT-INM-113,Confirmación de Procalcitonina,2,1.8747,0.612,False,True,770.0,3.25,24,0,serum,elisa,False
958,ECN-CAT-MIC-113,Confirmación de Baciloscopía,1,1.9381,0.71,False,True,220.0,1.25,1,1,other,microscopia,False
959,ECN-CAT-COA-113,Confirmación de Proteína S funcional,1,1.6131,0.591,False,True,410.0,1.75,8,0,plasma,coagulometria,False
960,ECN-CAT-END-113,Confirmación de Estradiol,1,1.929,0.706,False,True,650.0,3.25,15,2,serum,quimioluminiscencia,False
961,ECN-CAT-URO-113,Confirmación de Urea en orina,2,1.7603,0.574,False,True,680.0,2.5,22,1,urine,microscopia,False
962,ECN-CAT-MOL-113,Confirmación de Mycobacterium tuberculosis,2,2.5149,0.821,False,True,1170.0,8.25,29,1,other,pcr,True
963,ECN-CAT-QC-114,Confirmación de Proteínas totales,1,1.8343,0.672,False,True,270.0,1.0,6,0,plasma,colorimetria,False
964,ECN-CAT-HEM-114,Confirmación de Monocitos,1,1.5751,0.577,False,True,430.0,2.25,13,2,blood,microscopia,False
965,ECN-CAT-INM-114,Confirmación de Ferritina,2,1.5806,0.516,False,True,700.0,3.5,20,1,serum,quimioluminiscencia,False
966,ECN-CAT-MIC-114,Confirmación de Búsqueda de hongos,2,1.7039,0.556,False,True,790.0,3.0,27,1,other,microscopia,True
967,ECN-CAT-COA-114,Confirmación de Anticoagulante lúpico,1,1.8034,0.66,False,True,310.0,1.25,4,0,plasma,coagulometria,False
968,ECN-CAT-END-114,Confirmación de Progesterona,1,1.5619,0.572,False,True,520.0,2.5,11,2,plasma,elisa,False
969,ECN-CAT-URO-114,Confirmación de Osmolalidad urinaria,1,1.9103,0.7,False,True,620.0,2.0,18,1,urine,colorimetria,False
970,ECN-CAT-MOL-114,Confirmación de Bordetella pertussis,2,2.0894,0.682,False,True,1070.0,8.0,25,1,swab,pcr,True
971,ECN-CAT-QC-115,Confirmación de Calcio,1,2.1254,0.778,False,True,160.0,0.5,2,2,serum,enzimatico,False
972,ECN-CAT-HEM-115,Confirmación de Eosinófilos,1,1.6149,0.591,False,True,350.0,1.5,9,2,blood,impedancia,False
973,ECN-CAT-INM-115,Confirmación de Troponina I,1,1.9698,0.721,False,True,600.0,2.25,16,0,serum,inmunoensayo,False
974,ECN-CAT-MIC-115,Confirmación de Coprológico,2,1.7519,0.572,False,True,690.0,2.75,23,1,stool,microscopia,False
975,ECN-CAT-COA-115,Confirmación de Resistencia a proteína C activada,2,1.7462,0.57,False,True,870.0,3.0,30,1,plasma,coagulometria,True
976,ECN-CAT-END-115,Confirmación de Testosterona total,1,1.6572,0.607,False,True,390.0,1.75,7,0,serum,inmunoensayo,False
977,ECN-CAT-URO-115,Confirmación de Depuración de creatinina,1,1.5647,0.573,False,True,510.0,1.5,14,1,urine,tira reactiva,False
978,ECN-CAT-MOL-115,Confirmación de Parvovirus B19,2,1.8058,0.589,False,True,980.0,7.75,21,1,blood,pcr,True
979,ECN-CAT-QC-116,Confirmación de Fósforo,2,2.0406,0.666,False,True,750.0,2.5,28,0,plasma,espectrofotometria,True
980,ECN-CAT-HEM-116,Confirmación de Basófilos,1,1.4656,0.537,False,True,410.0,2.0,5,1,blood,citometria,False
981,ECN-CAT-INM-116,Confirmación de Antígeno carcinoembrionario,1,1.5995,0.586,False,True,530.0,2.5,12,2,serum,elisa,False
982,ECN-CAT-MIC-116,Confirmación de Amiba en fresco,2,2.0793,0.679,False,True,590.0,2.25,19,2,stool,microscopia,True
983,ECN-CAT-COA-116,Confirmación de Agregación plaquetaria,2,1.9031,0.621,False,True,770.0,2.75,26,0,plasma,coagulometria,True
984,ECN-CAT-END-116,Confirmación de Testosterona libre,1,1.4503,0.531,False,True,400.0,2.25,3,1,plasma,quimioluminiscencia,False
985,ECN-CAT-URO-116,Confirmación de Sedimento urinario,1,1.684,0.617,False,True,440.0,2.0,10,0,urine,microscopia,False
986,ECN-CAT-MOL-116,Confirmación de Dengue por PCR,2,1.6836,0.549,False,True,910.0,6.5,17,1,blood,rt-pcr,True
987,ECN-CAT-QC-117,Confirmación de Magnesio,2,1.7727,0.578,False,True,690.0,2.0,24,1,serum,colorimetria,False
988,ECN-CAT-HEM-117,Confirmación de Velocidad de sedimentación,1,2.064,0.756,False,True,190.0,1.5,1,2,blood,microscopia,False
989,ECN-CAT-INM-117,Confirmación de Alfafetoproteína,1,1.4969,0.548,False,True,460.0,2.75,8,2,serum,quimioluminiscencia,False
990,ECN-CAT-MIC-117,Confirmación de Sangre oculta en heces,1,1.9751,0.723,False,True,530.0,2.0,15,0,stool,inmunocromatografia,False
991,ECN-CAT-COA-117,Confirmación de Tiempo de sangrado,2,1.6218,0.529,False,True,720.0,2.5,22,1,plasma,coagulometria,False
992,ECN-CAT-END-117,Confirmación de Dehidroepiandrosterona,2,1.8708,0.61,False,True,940.0,3.5,29,2,serum,elisa,True
993,ECN-CAT-URO-117,Confirmación de Cetonas en orina,1,1.8281,0.67,False,True,330.0,1.0,6,0,urine,colorimetria,False
994,ECN-CAT-MOL-117,Confirmación de Zika por PCR,2,2.1078,0.688,False,True,810.0,6.0,13,0,blood,rt-pcr,True
995,ECN-CAT-QC-118,Confirmación de Sodio,1,2.1889,0.802,False,True,580.0,1.75,20,0,plasma,enzimatico,False
996,ECN-CAT-HEM-118,Confirmación de Frotis de sangre periférica,2,2.022,0.66,False,True,770.0,2.5,27,0,blood,impedancia,True
997,ECN-CAT-INM-118,Confirmación de CA 125,1,1.5086,0.553,False,True,300.0,1.5,4,1,serum,inmunoensayo,False
998,ECN-CAT-MIC-118,Confirmación de Rotavirus en heces,1,1.6885,0.618,False,True,480.0,1.75,11,2,stool,inmunocromatografia,False
999,ECN-CAT-COA-118,Confirmación de Tiempo de coagulación,2,1.9666,0.642,False,True,630.0,2.25,18,2,plasma,coagulometria,False
1000,ECN-CAT-END-118,Confirmación de Aldosterona,2,1.9026,0.621,False,True,810.0,2.75,25,0,plasma,inmunoensayo,True
1001,ECN-CAT-URO-118,Confirmación de Hemoglobina en orina,1,1.9016,0.696,False,True,220.0,0.75,2,1,urine,tira reactiva,False
1002,ECN-CAT-MOL-118,Confirmación de Chikungunya por PCR,2,2.113,0.69,False,True,760.0,5.75,9,1,blood,rt-pcr,True
1003,ECN-CAT-QC-119,Confirmación de Potasio,1,1.5742,0.577,False,True,510.0,1.75,16,1,serum,espectrofotometria,False
1004,ECN-CAT-HEM-119,Confirmación de Conteo diferencial,2,1.931,0.63,False,True,770.0,3.0,23,0,blood,citometria,False
1005,ECN-CAT-INM-119,Confirmación de CA 19-9,2,1.716,0.56,False,True,890.0,3.75,30,1,serum,elisa,True
1006,ECN-CAT-MIC-119,Confirmación de Adenovirus en heces,1,1.5237,0.558,False,True,390.0,1.25,7,1,stool,inmunocromatografia,False
1007,ECN-CAT-COA-119,Confirmación de Productos de degradación de fibrina,1,1.7621,0.645,False,True,530.0,2.0,14,0,plasma,coagulometria,False
1008,ECN-CAT-END-119,Confirmación de Renina,2,1.6561,0.54,False,True,770.0,3.5,21,2,serum,quimioluminiscencia,False
1009,ECN-CAT-URO-119,Confirmación de Nitritos en orina,2,1.8245,0.595,False,True,850.0,3.25,28,2,urine,microscopia,True
1010,ECN-CAT-MOL-119,Confirmación de Panel respiratorio molecular,1,2.5448,0.932,False,True,670.0,5.5,5,0,swab,rt-pcr,True
1011,ECN-CAT-QC-120,Confirmación de Cloro,1,1.6804,0.615,False,True,390.0,1.5,12,0,plasma,colorimetria,False
1012,ECN-CAT-HEM-120,Confirmación de Índice plaquetario,1,1.8277,0.669,False,True,550.0,2.5,19,1,blood,microscopia,False
1013,ECN-CAT-INM-120,Confirmación de CA 15-3,2,1.8664,0.609,False,True,880.0,4.0,26,0,serum,quimioluminiscencia,True
1014,ECN-CAT-MIC-120,Confirmación de Helicobacter pylori,1,1.9877,0.728,False,True,290.0,1.0,3,1,stool,inmunocromatografia,True
1015,ECN-CAT-COA-120,Confirmación de Factor de von Willebrand,1,1.2372,0.453,False,True,430.0,1.75,10,1,plasma,coagulometria,False
1016,ECN-CAT-END-120,Confirmación de Paratohormona,2,1.8106,0.591,False,True,640.0,2.75,17,1,plasma,elisa,False
1017,ECN-CAT-URO-120,Confirmación de Leucocitos en orina,2,2.0614,0.673,False,True,750.0,2.25,24,0,urine,colorimetria,False
1018,ECN-CAT-MOL-120,Confirmación de Panel gastrointestinal molecular,1,2.4032,0.88,False,True,570.0,5.25,1,2,other,rt-pcr,True
1019,ECN-CAT-QC-121,Confirmación de Hierro sérico,1,1.4658,0.537,False,True,280.0,1.25,8,1,serum,enzimatico,False
1020,ECN-CAT-HEM-121,Confirmación de Morfología eritrocitaria,1,1.6096,0.589,False,True,530.0,1.75,15,1,blood,impedancia,False
1021,ECN-CAT-INM-121,Confirmación de Antígeno prostático total,2,1.9835,0.647,False,True,720.0,2.5,22,0,serum,inmunoensayo,False
1022,ECN-CAT-MIC-121,Confirmación de Clostridioides difficile,2,1.8605,0.607,False,True,850.0,2.75,29,1,stool,inmunocromatografia,True
1023,ECN-CAT-COA-121,Confirmación de Mezcla de TTPa,1,1.7176,0.629,False,True,330.0,1.25,6,0,plasma,coagulometria,False
1024,ECN-CAT-END-121,Confirmación de Calcitonina,1,1.4833,0.543,False,True,570.0,2.0,13,1,serum,inmunoensayo,False
1025,ECN-CAT-URO-121,Confirmación de Cristales en orina,2,2.0564,0.671,False,True,630.0,2.0,20,2,urine,tira reactiva,False
1026,ECN-CAT-MOL-121,Confirmación de Trombofilia hereditaria,2,2.2898,0.747,False,True,1100.0,8.0,27,2,blood,pcr,True
1027,ECN-CAT-QC-122,Confirmación de Amilasa,1,1.9884,0.728,False,True,220.0,1.25,4,0,plasma,espectrofotometria,False
1028,ECN-CAT-HEM-122,Confirmación de Morfología leucocitaria,1,1.4748,0.54,False,True,530.0,2.25,11,1,blood,citometria,False
1029,ECN-CAT-INM-122,Confirmación de Antígeno prostático libre,2,1.7671,0.577,False,True,650.0,2.75,18,1,serum,elisa,False
1030,ECN-CAT-MIC-122,Confirmación de Estreptococo del grupo A,2,2.0113,0.656,False,True,750.0,2.5,25,0,swab,inmunocromatografia,True
1031,ECN-CAT-COA-122,Confirmación de Mezcla de TP,1,1.9316,0.707,False,True,290.0,1.0,2,0,plasma,coagulometria,False
1032,ECN-CAT-END-122,Confirmación de Péptido C,1,1.3632,0.499,False,True,530.0,3.0,9,1,plasma,quimioluminiscencia,False
1033,ECN-CAT-URO-122,Confirmación de Cilindros urinarios,1,1.6586,0.607,False,True,560.0,2.25,16,1,urine,microscopia,False
1034,ECN-CAT-MOL-122,Confirmación de Mutación JAK2,2,1.8412,0.601,False,True,1000.0,7.75,23,1,blood,pcr,True
1035,ECN-CAT-QC-123,Confirmación de Lipasa,2,1.7779,0.58,False,True,810.0,2.75,30,1,serum,colorimetria,True
1036,ECN-CAT-HEM-123,Confirmación de Morfología plaquetaria,1,1.6138,0.591,False,True,310.0,1.75,7,2,blood,microscopia,False
1037,ECN-CAT-INM-123,Confirmación de Serología para dengue,1,1.5647,0.573,False,True,580.0,3.0,14,1,serum,quimioluminiscencia,False
1038,ECN-CAT-MIC-123,Confirmación de Salmonella,2,3.1126,1.016,True,True,770.0,13.75,21,1,stool,cultivo,False
1039,ECN-CAT-COA-123,Confirmación de Factor V,2,1.6552,0.54,False,True,850.0,2.75,28,1,plasma,coagulometria,True
1040,ECN-CAT-END-123,Confirmación de 17-hidroxiprogesterona,1,1.3746,0.503,False,True,400.0,2.25,5,1,serum,elisa,False
1041,ECN-CAT-URO-123,Confirmación de Urobilinógeno en orina,1,1.7539,0.642,False,True,450.0,1.5,12,0,urine,colorimetria,False
1042,ECN-CAT-MOL-123,Confirmación de BCR-ABL cuantitativo,2,1.7513,0.571,False,True,950.0,7.5,19,1,blood,pcr,True
1043,ECN-CAT-QC-124,Confirmación de Lactato deshidrogenasa,2,1.7328,0.565,False,True,700.0,2.25,26,1,plasma,enzimatico,True
1044,ECN-CAT-HEM-124,Confirmación de Hemoparásitos,1,2.0762,0.76,False,True,230.0,1.0,3,0,blood,impedancia,False
1045,ECN-CAT-INM-124,Confirmación de Serología para rubéola,1,1.2699,0.465,False,True,420.0,1.75,10,1,serum,inmunoensayo,False
1046,ECN-CAT-MIC-124,Confirmación de Shigella,2,3.1949,1.043,True,True,670.0,13.5,17,2,stool,cultivo,True
1047,ECN-CAT-COA-124,Confirmación de Factor VII,2,1.9448,0.635,False,True,750.0,2.5,24,0,plasma,coagulometria,False
1048,ECN-CAT-END-124,Confirmación de Hormona antimülleriana,1,2.0049,0.734,False,True,270.0,1.5,1,0,plasma,inmunoensayo,False
1049,ECN-CAT-URO-124,Confirmación de Bilirrubina en orina,1,1.454,0.533,False,True,390.0,1.0,8,1,urine,tira reactiva,False
1050,ECN-CAT-MOL-124,Confirmación de HLA-B27,2,1.7462,0.57,False,True,860.0,7.0,15,1,blood,pcr,True
1051,ECN-CAT-QC-125,Confirmación de Hemoglobina glucosilada,2,2.1421,0.699,False,True,630.0,2.25,22,0,blood,espectrofotometria,False
1052,ECN-CAT-HEM-125,Confirmación de Prueba de falciformación,2,1.7241,0.563,False,True,890.0,3.5,29,1,blood,citometria,True
1053,ECN-CAT-INM-125,Confirmación de Serología para toxoplasma,1,1.3359,0.489,False,True,410.0,2.25,6,1,serum,elisa,False
1054,ECN-CAT-MIC-125,Confirmación de Candida albicans,2,3.4617,1.13,True,True,570.0,13.25,13,0,swab,cultivo,False
1055,ECN-CAT-COA-125,Confirmación de Factor X,2,1.8885,0.616,False,True,650.0,2.25,20,2,plasma,coagulometria,False
1056,ECN-CAT-END-125,Confirmación de Somatomedina C,2,1.6893,0.551,False,True,890.0,4.25,27,2,serum,quimioluminiscencia,True
1057,ECN-CAT-URO-125,Confirmación de Relación albúmina creatinina,1,1.5371,0.563,False,True,320.0,1.5,4,1,urine,microscopia,False
1058,ECN-CAT-MOL-125,Confirmación de Carga viral cuantitativa,2,2.2375,0.73,False,True,760.0,6.75,11,0,plasma,pcr,True
1059,ECN-CAT-QC-126,Determinación de Glucosa,1,2.2686,0.831,False,True,270.0,0.75,7,3,serum,enzimatico,False
1060,ECN-CAT-QC-127,Determinación de Urea,1,1.8963,0.695,False,True,210.0,1.0,4,2,plasma,espectrofotometria,False
1061,ECN-CAT-QC-128,Determinación de Creatinina,2,2.14,0.698,False,True,760.0,2.75,31,0,serum,colorimetria,True
1062,ECN-CAT-QC-129,Determinación de Ácido úrico,2,1.7719,0.578,False,True,670.0,2.75,28,1,plasma,enzimatico,True
1063,ECN-CAT-QC-130,Determinación de Colesterol total,2,1.8806,0.614,False,True,660.0,1.75,20,1,serum,espectrofotometria,False
1064,ECN-CAT-QC-131,Determinación de Triglicéridos,1,3.0656,1.123,True,True,550.0,1.5,17,4,plasma,colorimetria,False
1065,ECN-CAT-QC-132,Determinación de Bilirrubina total,1,1.7602,0.645,False,True,450.0,1.5,14,0,serum,enzimatico,False
1066,ECN-CAT-QC-133,Determinación de Bilirrubina directa,1,1.5287,0.56,False,True,400.0,1.5,11,2,plasma,espectrofotometria,False
1067,ECN-CAT-QC-134,Determinación de Alanina aminotransferasa,1,1.4137,0.518,False,True,290.0,1.5,8,1,serum,colorimetria,False
1068,ECN-CAT-QC-135,Determinación de Aspartato aminotransferasa,1,2.2065,0.808,False,True,150.0,0.25,1,2,plasma,enzimatico,False
1069,ECN-CAT-QC-136,Determinación de Fosfatasa alcalina,2,2.085,0.68,False,True,750.0,2.25,27,0,serum,espectrofotometria,False
1070,ECN-CAT-QC-137,Determinación de Gamma glutamil transferasa,2,1.9499,0.636,False,True,640.0,2.0,24,2,plasma,colorimetria,False
1071,ECN-CAT-QC-138,Determinación de Albúmina,1,1.9679,0.721,False,True,550.0,2.0,21,1,serum,enzimatico,False
1072,ECN-CAT-QC-139,Determinación de Proteínas totales,1,3.0707,1.125,True,True,490.0,2.25,18,4,plasma,espectrofotometria,False
1073,ECN-CAT-QC-140,Determinación de Calcio,1,1.6768,0.614,False,True,430.0,1.0,10,0,serum,colorimetria,False
1074,ECN-CAT-QC-141,Determinación de Fósforo,1,1.7513,0.641,False,True,330.0,1.0,7,0,plasma,enzimatico,False
1075,ECN-CAT-QC-142,Determinación de Magnesio,1,1.7555,0.643,False,True,280.0,1.25,4,2,serum,espectrofotometria,False
1076,ECN-CAT-QC-143,Determinación de Sodio,2,1.9282,0.629,False,True,830.0,3.0,31,2,plasma,colorimetria,True
1077,ECN-CAT-QC-144,Determinación de Potasio,2,2.125,0.693,False,True,640.0,2.75,28,0,serum,enzimatico,True
1078,ECN-CAT-QC-145,Determinación de Cloro,1,1.9369,0.709,False,True,580.0,1.75,20,1,plasma,espectrofotometria,False
1079,ECN-CAT-QC-146,Determinación de Hierro sérico,1,1.6322,0.598,False,True,520.0,1.5,17,1,serum,colorimetria,False
1080,ECN-CAT-QC-147,Determinación de Amilasa,1,2.1878,0.801,False,True,430.0,1.5,14,3,plasma,enzimatico,False
1081,ECN-CAT-QC-148,Determinación de Lipasa,1,1.6903,0.619,False,True,370.0,1.75,11,0,serum,espectrofotometria,False
1082,ECN-CAT-QC-149,Determinación de Lactato deshidrogenasa,1,1.7932,0.657,False,True,260.0,1.5,8,0,plasma,colorimetria,False
1083,ECN-CAT-QC-150,Determinación de Hemoglobina glucosilada,1,2.2311,0.817,False,True,160.0,0.25,1,2,blood,enzimatico,False
1084,ECN-CAT-QC-151,Cuantificación de Glucosa,2,2.3405,0.764,False,True,820.0,2.25,27,3,plasma,espectrofotometria,True
1085,ECN-CAT-QC-152,Cuantificación de Urea,2,2.0302,0.662,False,True,710.0,2.25,24,0,serum,colorimetria,False
1086,ECN-CAT-QC-153,Cuantificación de Creatinina,2,2.1663,0.707,False,True,520.0,2.0,21,2,plasma,enzimatico,True
1087,ECN-CAT-QC-154,Cuantificación de Ácido úrico,1,1.8266,0.669,False,True,460.0,2.25,18,2,serum,espectrofotometria,False
1088,ECN-CAT-QC-155,Cuantificación de Colesterol total,1,2.9191,1.069,True,True,350.0,0.75,10,5,plasma,colorimetria,False
1089,ECN-CAT-QC-156,Cuantificación de Triglicéridos,1,1.7963,0.658,False,True,310.0,0.75,7,0,serum,enzimatico,False
1090,ECN-CAT-QC-157,Cuantificación de Bilirrubina total,1,1.9471,0.713,False,True,250.0,1.0,4,0,plasma,espectrofotometria,False
1091,ECN-CAT-QC-158,Cuantificación de Bilirrubina directa,2,1.9558,0.638,False,True,800.0,2.75,31,2,serum,colorimetria,True
1092,ECN-CAT-QC-159,Cuantificación de Alanina aminotransferasa,2,3.0629,0.999,False,True,700.0,2.5,28,4,plasma,enzimatico,True
1093,ECN-CAT-QC-160,Cuantificación de Aspartato aminotransferasa,2,2.2338,0.729,False,True,640.0,1.5,20,0,serum,espectrofotometria,False
1094,ECN-CAT-QC-161,Cuantificación de Fosfatasa alcalina,1,1.8825,0.689,False,True,590.0,1.75,17,2,plasma,colorimetria,False
1095,ECN-CAT-QC-162,Cuantificación de Gamma glutamil transferasa,1,1.6138,0.591,False,True,400.0,1.5,14,2,serum,enzimatico,False
1096,ECN-CAT-QC-163,Cuantificación de Albúmina,1,1.5586,0.571,False,True,340.0,1.75,11,2,plasma,espectrofotometria,False
1097,ECN-CAT-QC-164,Cuantificación de Proteínas totales,1,1.8534,0.679,False,True,230.0,1.5,8,0,serum,colorimetria,False
1098,ECN-CAT-QC-165,Cuantificación de Calcio,1,2.0983,0.768,False,True,140.0,0.25,1,1,plasma,enzimatico,False
1099,ECN-CAT-QC-166,Cuantificación de Fósforo,2,1.8136,0.592,False,True,790.0,2.5,27,2,serum,espectrofotometria,True
1100,ECN-CAT-QC-167,Cuantificación de Magnesio,2,3.0443,0.993,False,True,680.0,2.25,24,4,plasma,colorimetria,False
1101,ECN-CAT-QC-168,Cuantificación de Sodio,2,2.2216,0.725,False,True,580.0,2.25,21,0,serum,enzimatico,False
1102,ECN-CAT-QC-169,Cuantificación de Potasio,1,1.7035,0.624,False,True,520.0,2.25,18,1,plasma,espectrofotometria,False
1103,ECN-CAT-QC-170,Cuantificación de Cloro,1,1.6,0.586,False,True,420.0,1.0,10,1,serum,colorimetria,True
1104,ECN-CAT-QC-171,Cuantificación de Hierro sérico,1,1.6934,0.62,False,True,280.0,0.75,7,2,plasma,enzimatico,False
1105,ECN-CAT-QC-172,Cuantificación de Amilasa,1,2.0056,0.735,False,True,220.0,1.0,4,0,serum,espectrofotometria,False
1106,ECN-CAT-QC-173,Cuantificación de Lipasa,2,2.1298,0.695,False,True,770.0,2.75,31,0,plasma,colorimetria,True
1107,ECN-CAT-QC-174,Cuantificación de Lactato deshidrogenasa,2,1.7687,0.577,False,True,680.0,2.75,28,1,serum,enzimatico,True
1108,ECN-CAT-QC-175,Cuantificación de Hemoglobina glucosilada,2,3.1747,1.036,True,True,620.0,1.75,20,4,blood,espectrofotometria,False
1109,ECN-CAT-QC-176,Evaluación de Glucosa,1,1.9762,0.724,False,True,560.0,1.5,17,0,serum,colorimetria,False
1110,ECN-CAT-QC-177,Evaluación de Urea,1,1.4401,0.527,False,True,460.0,1.25,14,1,plasma,enzimatico,False
1111,ECN-CAT-QC-178,Evaluación de Creatinina,1,1.3342,0.489,False,True,400.0,1.5,11,1,serum,espectrofotometria,False
1112,ECN-CAT-QC-179,Evaluación de Ácido úrico,1,1.5962,0.585,False,True,300.0,1.25,8,2,plasma,colorimetria,False
1113,ECN-CAT-QC-180,Evaluación de Colesterol total,1,2.3413,0.858,False,True,110.0,0.25,1,0,serum,enzimatico,False
1114,ECN-CAT-QC-181,Evaluación de Triglicéridos,2,1.8437,0.602,False,True,760.0,2.25,27,2,plasma,espectrofotometria,True
1115,ECN-CAT-QC-182,Evaluación de Bilirrubina total,2,1.7872,0.583,False,True,650.0,2.25,24,1,serum,colorimetria,False
1116,ECN-CAT-QC-183,Evaluación de Bilirrubina directa,2,3.1843,1.039,True,True,560.0,2.25,21,4,plasma,enzimatico,False
1117,ECN-CAT-QC-184,Evaluación de Alanina aminotransferasa,1,1.9799,0.725,False,True,500.0,2.5,18,0,serum,espectrofotometria,False
1118,ECN-CAT-QC-185,Evaluación de Aspartato aminotransferasa,1,1.6782,0.615,False,True,390.0,1.0,10,0,plasma,colorimetria,False
1119,ECN-CAT-QC-186,Evaluación de Fosfatasa alcalina,1,1.5995,0.586,False,True,340.0,1.0,7,2,serum,enzimatico,False
1120,ECN-CAT-QC-187,Evaluación de Gamma glutamil transferasa,1,1.9827,0.726,False,True,280.0,1.0,4,2,plasma,espectrofotometria,True
1121,ECN-CAT-QC-188,Evaluación de Albúmina,2,2.1221,0.692,False,True,840.0,3.0,31,0,serum,colorimetria,True
1122,ECN-CAT-QC-189,Evaluación de Proteínas totales,2,1.8002,0.587,False,True,650.0,2.75,28,1,plasma,enzimatico,True
1123,ECN-CAT-QC-190,Evaluación de Calcio,1,1.9568,0.717,False,True,590.0,1.75,20,1,serum,espectrofotometria,False
1124,ECN-CAT-QC-191,Evaluación de Fósforo,1,3.051,1.117,True,True,530.0,1.5,17,4,plasma,colorimetria,False
1125,ECN-CAT-QC-192,Evaluación de Magnesio,1,1.7578,0.644,False,True,440.0,1.5,14,0,serum,enzimatico,False
1126,ECN-CAT-QC-193,Evaluación de Sodio,1,1.6802,0.615,False,True,380.0,1.75,11,0,plasma,espectrofotometria,False
1127,ECN-CAT-QC-194,Evaluación de Potasio,1,1.4519,0.532,False,True,270.0,1.5,8,1,serum,colorimetria,False
1128,ECN-CAT-QC-195,Evaluación de Cloro,1,2.1605,0.791,False,True,170.0,0.25,1,2,plasma,enzimatico,False
1129,ECN-CAT-QC-196,Evaluación de Hierro sérico,2,2.0391,0.665,False,True,770.0,2.25,27,0,serum,espectrofotometria,True
1130,ECN-CAT-QC-197,Evaluación de Amilasa,2,1.7347,0.566,False,True,720.0,2.0,24,1,plasma,colorimetria,False
1131,ECN-CAT-QC-198,Evaluación de Lipasa,1,1.9451,0.712,False,True,530.0,2.0,21,1,serum,enzimatico,False
1132,ECN-CAT-QC-199,Evaluación de Lactato deshidrogenasa,1,1.8268,0.669,False,True,470.0,2.25,18,2,plasma,espectrofotometria,False
1133,ECN-CAT-QC-200,Evaluación de Hemoglobina glucosilada,1,1.7744,0.65,False,True,360.0,0.75,10,0,blood,colorimetria,False
1134,ECN-CAT-QC-201,Control de Glucosa,1,1.8642,0.683,False,True,260.0,0.75,7,0,plasma,enzimatico,False
1135,ECN-CAT-QC-202,Control de Urea,1,1.8213,0.667,False,True,260.0,0.75,4,2,serum,espectrofotometria,False
1136,ECN-CAT-QC-203,Control de Creatinina,2,2.4044,0.785,False,True,810.0,3.0,31,3,plasma,colorimetria,True
1137,ECN-CAT-QC-204,Control de Ácido úrico,2,2.0656,0.674,False,True,710.0,3.0,28,0,serum,enzimatico,False
1138,ECN-CAT-QC-205,Control de Colesterol total,2,2.0014,0.653,False,True,650.0,1.75,20,2,plasma,espectrofotometria,False
1139,ECN-CAT-QC-206,Control de Triglicéridos,1,1.6621,0.609,False,True,550.0,1.75,17,1,serum,colorimetria,False
1140,ECN-CAT-QC-207,Control de Bilirrubina total,1,1.6069,0.589,False,True,410.0,1.5,14,2,plasma,enzimatico,False
1141,ECN-CAT-QC-208,Control de Bilirrubina directa,1,1.7045,0.624,False,True,350.0,1.75,11,0,serum,espectrofotometria,False
1142,ECN-CAT-QC-209,Control de Alanina aminotransferasa,1,1.8298,0.67,False,True,240.0,1.5,8,0,plasma,colorimetria,False
1143,ECN-CAT-QC-210,Control de Aspartato aminotransferasa,1,2.6828,0.983,False,True,140.0,0.25,1,3,serum,enzimatico,False
1144,ECN-CAT-QC-211,Control de Fosfatasa alcalina,2,1.8138,0.592,False,True,750.0,2.5,27,2,plasma,espectrofotometria,True
1145,ECN-CAT-QC-212,Control de Gamma glutamil transferasa,2,1.7341,0.566,False,True,690.0,2.25,24,1,serum,colorimetria,False
1146,ECN-CAT-QC-213,Control de Albúmina,2,2.5114,0.819,False,True,590.0,2.0,21,3,plasma,enzimatico,False
1147,ECN-CAT-QC-214,Control de Proteínas totales,1,1.7194,0.63,False,True,530.0,2.25,18,1,serum,espectrofotometria,False
1148,ECN-CAT-QC-215,Control de Calcio,1,1.5398,0.564,False,True,430.0,0.75,10,2,plasma,colorimetria,False
1149,ECN-CAT-QC-216,Control de Fósforo,1,1.9034,0.697,False,True,240.0,0.75,7,0,serum,enzimatico,False
1150,ECN-CAT-QC-217,Control de Magnesio,1,1.9828,0.726,False,True,230.0,1.0,4,0,plasma,espectrofotometria,False
1151,ECN-CAT-QC-218,Control de Sodio,2,2.4313,0.793,False,True,780.0,2.75,31,3,serum,colorimetria,True
1152,ECN-CAT-QC-219,Control de Potasio,2,3.0574,0.998,False,True,680.0,2.75,28,4,plasma,enzimatico,True
1153,ECN-CAT-QC-220,Control de Cloro,2,2.2472,0.733,False,True,630.0,1.5,20,0,serum,espectrofotometria,False
1154,ECN-CAT-QC-221,Control de Hierro sérico,1,2.1267,0.779,False,True,520.0,1.5,17,0,plasma,colorimetria,True
1155,ECN-CAT-QC-222,Control de Amilasa,1,1.6362,0.599,False,True,470.0,1.25,14,2,serum,enzimatico,False
1156,ECN-CAT-QC-223,Control de Lipasa,1,2.13,0.78,False,True,410.0,1.5,11,3,plasma,espectrofotometria,False
1157,ECN-CAT-QC-224,Control de Lactato deshidrogenasa,1,1.7139,0.628,False,True,310.0,1.75,8,0,serum,colorimetria,False
