study_id,study_code,study_name,is_synthetic,type,method,parameter_count,duration_minutes,sample_type,requires_special_processing,normal_price
992,ECN-CAT-END-117,Confirmación de Dehidroepiandrosterona,True,study,ELISA,29,210,serum,True,940.0
993,ECN-CAT-URO-117,Confirmación de Cetonas en orina,True,study,COLORIMETRÍA,6,60,urine,False,330.0
994,ECN-CAT-MOL-117,Confirmación de Zika por PCR,True,study,RT-PCR,13,360,blood,True,810.0
995,ECN-CAT-QC-118,Confirmación de Sodio,True,study,ENZIMÁTICO,20,105,plasma,False,580.0
996,ECN-CAT-HEM-118,Confirmación de Frotis de sangre periférica,True,study,IMPEDANCIA,27,150,blood,True,770.0
997,ECN-CAT-INM-118,Confirmación de CA 125,True,study,INMUNOENSAYO,4,90,serum,False,300.0
998,ECN-CAT-MIC-118,Confirmación de Rotavirus en heces,True,study,INMUNOCROMATOGRAFÍA,11,105,stool,False,480.0
999,ECN-CAT-COA-118,Confirmación de Tiempo de coagulación,True,study,COAGULOMETRÍA,18,135,plasma,False,630.0
1000,ECN-CAT-END-118,Confirmación de Aldosterona,True,study,INMUNOENSAYO,25,165,plasma,True,810.0
1001,ECN-CAT-URO-118,Confirmación de Hemoglobina en orina,True,study,TIRA REACTIVA,2,45,urine,False,220.0
1002,ECN-CAT-MOL-118,Confirmación de Chikungunya por PCR,True,study,RT-PCR,9,345,blood,True,760.0
1003,ECN-CAT-QC-119,Confirmación de Potasio,True,study,ESPECTROFOTOMETRÍA,16,105,serum,False,510.0
1004,ECN-CAT-HEM-119,Confirmación de Conteo diferencial,True,study,CITOMETRÍA,23,180,blood,False,770.0
1005,ECN-CAT-INM-119,Confirmación de CA 19-9,True,study,ELISA,30,225,serum,True,890.0
1006,ECN-CAT-MIC-119,Confirmación de Adenovirus en heces,True,study,INMUNOCROMATOGRAFÍA,7,75,stool,False,390.0
1007,ECN-CAT-COA-119,Confirmación de Productos de degradación de fibrina,True,study,COAGULOMETRÍA,14,120,plasma,False,530.0
1008,ECN-CAT-END-119,Confirmación de Renina,True,study,QUIMIOLUMINISCENCIA,21,210,serum,False,770.0
1009,ECN-CAT-URO-119,Confirmación de Nitritos en orina,True,study,MICROSCOPÍA,28,195,urine,True,850.0
1010,ECN-CAT-MOL-119,Confirmación de Panel respiratorio molecular,True,study,RT-PCR,5,330,swab,True,670.0
1011,ECN-CAT-QC-120,Confirmación de Cloro,True,study,COLORIMETRÍA,12,90,plasma,False,390.0
1012,ECN-CAT-HEM-120,Confirmación de Índice plaquetario,True,study,MICROSCOPÍA,19,150,blood,False,550.0
1013,ECN-CAT-INM-120,Confirmación de CA 15-3,True,study,QUIMIOLUMINISCENCIA,26,240,serum,True,880.0
1014,ECN-CAT-MIC-120,Confirmación de Helicobacter pylori,True,study,INMUNOCROMATOGRAFÍA,3,60,stool,True,290.0
1015,ECN-CAT-COA-120,Confirmación de Factor de von Willebrand,True,study,COAGULOMETRÍA,10,105,plasma,False,430.0
1016,ECN-CAT-END-120,Confirmación de Paratohormona,True,study,ELISA,17,165,plasma,False,640.0
1017,ECN-CAT-URO-120,Confirmación de Leucocitos en orina,True,study,COLORIMETRÍA,24,135,urine,False,750.0
1018,ECN-CAT-MOL-120,Confirmación de Panel gastrointestinal molecular,True,study,RT-PCR,1,315,other,True,570.0
1019,ECN-CAT-QC-121,Confirmación de Hierro sérico,True,study,ENZIMÁTICO,8,75,serum,False,280.0
1020,ECN-CAT-HEM-121,Confirmación de Morfología eritrocitaria,True,study,IMPEDANCIA,15,105,blood,False,530.0
1021,ECN-CAT-INM-121,Confirmación de Antígeno prostático total,True,study,INMUNOENSAYO,22,150,serum,False,720.0
1022,ECN-CAT-MIC-121,Confirmación de Clostridioides difficile,True,study,INMUNOCROMATOGRAFÍA,29,165,stool,True,850.0
1023,ECN-CAT-COA-121,Confirmación de Mezcla de TTPa,True,study,COAGULOMETRÍA,6,75,plasma,False,330.0
1024,ECN-CAT-END-121,Confirmación de Calcitonina,True,study,INMUNOENSAYO,13,120,serum,False,570.0
1025,ECN-CAT-URO-121,Confirmación de Cristales en orina,True,study,TIRA REACTIVA,20,120,urine,False,630.0
1026,ECN-CAT-MOL-121,Confirmación de Trombofilia hereditaria,True,study,PCR,27,480,blood,True,1100.0
1027,ECN-CAT-QC-122,Confirmación de Amilasa,True,study,ESPECTROFOTOMETRÍA,4,75,plasma,False,220.0
1028,ECN-CAT-HEM-122,Confirmación de Morfología leucocitaria,True,study,CITOMETRÍA,11,135,blood,False,530.0
1029,ECN-CAT-INM-122,Confirmación de Antígeno prostático libre,True,study,ELISA,18,165,serum,False,650.0
1030,ECN-CAT-MIC-122,Confirmación de Estreptococo del grupo A,True,study,INMUNOCROMATOGRAFÍA,25,150,swab,True,750.0
1031,ECN-CAT-COA-122,Confirmación de Mezcla de TP,True,study,COAGULOMETRÍA,2,60,plasma,False,290.0
1032,ECN-CAT-END-122,Confirmación de Péptido C,True,study,QUIMIOLUMINISCENCIA,9,180,plasma,False,530.0
1033,ECN-CAT-URO-122,Confirmación de Cilindros urinarios,True,study,MICROSCOPÍA,16,135,urine,False,560.0
1034,ECN-CAT-MOL-122,Confirmación de Mutación JAK2,True,study,PCR,23,465,blood,True,1000.0
1035,ECN-CAT-QC-123,Confirmación de Lipasa,True,study,COLORIMETRÍA,30,165,serum,True,810.0
1036,ECN-CAT-HEM-123,Confirmación de Morfología plaquetaria,True,study,MICROSCOPÍA,7,105,blood,False,310.0
1037,ECN-CAT-INM-123,Confirmación de Serología para dengue,True,study,QUIMIOLUMINISCENCIA,14,180,serum,False,580.0
1038,ECN-CAT-MIC-123,Confirmación de Salmonella,True,study,CULTIVO,21,825,stool,False,770.0
1039,ECN-CAT-COA-123,Confirmación de Factor V,True,study,COAGULOMETRÍA,28,165,plasma,True,850.0
1040,ECN-CAT-END-123,Confirmación de 17-hidroxiprogesterona,True,study,ELISA,5,135,serum,False,400.0
1041,ECN-CAT-URO-123,Confirmación de Urobilinógeno en orina,True,study,COLORIMETRÍA,12,90,urine,False,450.0
1042,ECN-CAT-MOL-123,Confirmación de BCR-ABL cuantitativo,True,study,PCR,19,450,blood,True,950.0
1043,ECN-CAT-QC-124,Confirmación de Lactato deshidrogenasa,True,study,ENZIMÁTICO,26,135,plasma,True,700.0
1044,ECN-CAT-HEM-124,Confirmación de Hemoparásitos,True,study,IMPEDANCIA,3,60,blood,False,230.0
1045,ECN-CAT-INM-124,Confirmación de Serología para rubéola,True,study,INMUNOENSAYO,10,105,serum,False,420.0
1046,ECN-CAT-MIC-124,Confirmación de Shigella,True,study,CULTIVO,17,810,stool,True,670.0
1047,ECN-CAT-COA-124,Confirmación de Factor VII,True,study,COAGULOMETRÍA,24,150,plasma,False,750.0
1048,ECN-CAT-END-124,Confirmación de Hormona antimülleriana,True,study,INMUNOENSAYO,1,90,plasma,False,270.0
1049,ECN-CAT-URO-124,Confirmación de Bilirrubina en orina,True,study,TIRA REACTIVA,8,60,urine,False,390.0
1050,ECN-CAT-MOL-124,Confirmación de HLA-B27,True,study,PCR,15,420,blood,True,860.0
1051,ECN-CAT-QC-125,Confirmación de Hemoglobina glucosilada,True,study,ESPECTROFOTOMETRÍA,22,135,blood,False,630.0
1052,ECN-CAT-HEM-125,Confirmación de Prueba de falciformación,True,study,CITOMETRÍA,29,210,blood,True,890.0
1053,ECN-CAT-INM-125,Confirmación de Serología para toxoplasma,True,study,ELISA,6,135,serum,False,410.0
1054,ECN-CAT-MIC-125,Confirmación de Candida albicans,True,study,CULTIVO,13,795,swab,False,570.0
1055,ECN-CAT-COA-125,Confirmación de Factor X,True,study,COAGULOMETRÍA,20,135,plasma,False,650.0
1056,ECN-CAT-END-125,Confirmación de Somatomedina C,True,study,QUIMIOLUMINISCENCIA,27,255,serum,True,890.0
1057,ECN-CAT-URO-125,Confirmación de Relación albúmina creatinina,True,study,MICROSCOPÍA,4,90,urine,False,320.0
1058,ECN-CAT-MOL-125,Confirmación de Carga viral cuantitativa,True,study,PCR,11,405,plasma,True,760.0
1059,ECN-CAT-QC-126,Determinación de Glucosa,true,study,ENZIMÁTICO,7,60,serum,false,270.00
1060,ECN-CAT-QC-127,Determinación de Urea,true,study,ESPECTROFOTOMETRÍA,4,60,plasma,false,210.00
1061,ECN-CAT-QC-128,Determinación de Creatinina,true,study,COLORIMETRÍA,31,150,serum,true,760.00
1062,ECN-CAT-QC-129,Determinación de Ácido úrico,true,study,ENZIMÁTICO,28,135,plasma,true,670.00
1063,ECN-CAT-QC-130,Determinación de Colesterol total,true,study,ESPECTROFOTOMETRÍA,20,135,serum,false,660.00
1064,ECN-CAT-QC-131,Determinación de Triglicéridos,true,study,COLORIMETRÍA,17,105,plasma,false,550.00
1065,ECN-CAT-QC-132,Determinación de Bilirrubina total,true,study,ENZIMÁTICO,14,90,serum,false,450.00
1066,ECN-CAT-QC-133,Determinación de Bilirrubina directa,true,study,ESPECTROFOTOMETRÍA,11,75,plasma,false,400.00
1067,ECN-CAT-QC-134,Determinación de Alanina aminotransferasa,true,study,COLORIMETRÍA,8,60,serum,false,290.00
1068,ECN-CAT-QC-135,Determinación de Aspartato aminotransferasa,true,study,ENZIMÁTICO,1,30,plasma,false,150.00
1069,ECN-CAT-QC-136,Determinación de Fosfatasa alcalina,true,study,ESPECTROFOTOMETRÍA,27,150,serum,false,750.00
1070,ECN-CAT-QC-137,Determinación de Gamma glutamil transferasa,true,study,COLORIMETRÍA,24,120,plasma,false,640.00
1071,ECN-CAT-QC-138,Determinación de Albúmina,true,study,ENZIMÁTICO,21,105,serum,false,550.00
1072,ECN-CAT-QC-139,Determinación de Proteínas totales,true,study,ESPECTROFOTOMETRÍA,18,105,plasma,false,490.00
1073,ECN-CAT-QC-140,Determinación de Calcio,true,study,COLORIMETRÍA,10,90,serum,false,430.00
1074,ECN-CAT-QC-141,Determinación de Fósforo,true,study,ENZIMÁTICO,7,75,plasma,false,330.00
1075,ECN-CAT-QC-142,Determinación de Magnesio,true,study,ESPECTROFOTOMETRÍA,4,75,serum,false,280.00
1076,ECN-CAT-QC-143,Determinación de Sodio,true,study,COLORIMETRÍA,31,165,plasma,true,830.00
1077,ECN-CAT-QC-144,Determinación de Potasio,true,study,ENZIMÁTICO,28,135,serum,true,640.00
1078,ECN-CAT-QC-145,Determinación de Cloro,true,study,ESPECTROFOTOMETRÍA,20,135,plasma,false,580.00
1079,ECN-CAT-QC-146,Determinación de Hierro sérico,true,study,COLORIMETRÍA,17,105,serum,false,520.00
1080,ECN-CAT-QC-147,Determinación de Amilasa,true,study,ENZIMÁTICO,14,90,plasma,false,430.00
1081,ECN-CAT-QC-148,Determinación de Lipasa,true,study,ESPECTROFOTOMETRÍA,11,90,serum,false,370.00
1082,ECN-CAT-QC-149,Determinación de Lactato deshidrogenasa,true,study,COLORIMETRÍA,8,60,plasma,false,260.00
1083,ECN-CAT-QC-150,Determinación de Hemoglobina glucosilada,true,study,ENZIMÁTICO,1,45,blood,false,160.00
1084,ECN-CAT-QC-151,Cuantificación de Glucosa,true,study,ESPECTROFOTOMETRÍA,27,150,plasma,true,820.00
1085,ECN-CAT-QC-152,Cuantificación de Urea,true,study,COLORIMETRÍA,24,135,serum,false,710.00
1086,ECN-CAT-QC-153,Cuantificación de Creatinina,true,study,ENZIMÁTICO,21,105,plasma,true,520.00
1087,ECN-CAT-QC-154,Cuantificación de Ácido úrico,true,study,ESPECTROFOTOMETRÍA,18,105,serum,false,460.00
1088,ECN-CAT-QC-155,Cuantificación de Colesterol total,true,study,COLORIMETRÍA,10,75,plasma,false,350.00
1089,ECN-CAT-QC-156,Cuantificación de Triglicéridos,true,study,ENZIMÁTICO,7,60,serum,false,310.00
1090,ECN-CAT-QC-157,Cuantificación de Bilirrubina total,true,study,ESPECTROFOTOMETRÍA,4,60,plasma,false,250.00
1091,ECN-CAT-QC-158,Cuantificación de Bilirrubina directa,true,study,COLORIMETRÍA,31,150,serum,true,800.00
1092,ECN-CAT-QC-159,Cuantificación de Alanina aminotransferasa,true,study,ENZIMÁTICO,28,120,plasma,true,700.00
1093,ECN-CAT-QC-160,Cuantificación de Aspartato aminotransferasa,true,study,ESPECTROFOTOMETRÍA,20,120,serum,false,640.00
1094,ECN-CAT-QC-161,Cuantificación de Fosfatasa alcalina,true,study,COLORIMETRÍA,17,120,plasma,false,590.00
1095,ECN-CAT-QC-162,Cuantificación de Gamma glutamil transferasa,true,study,ENZIMÁTICO,14,90,serum,false,400.00
1096,ECN-CAT-QC-163,Cuantificación de Albúmina,true,study,ESPECTROFOTOMETRÍA,11,90,plasma,false,340.00
1097,ECN-CAT-QC-164,Cuantificación de Proteínas totales,true,study,COLORIMETRÍA,8,60,serum,false,230.00
1098,ECN-CAT-QC-165,Cuantificación de Calcio,true,study,ENZIMÁTICO,1,45,plasma,false,140.00
1099,ECN-CAT-QC-166,Cuantificación de Fósforo,true,study,ESPECTROFOTOMETRÍA,27,165,serum,true,790.00
1100,ECN-CAT-QC-167,Cuantificación de Magnesio,true,study,COLORIMETRÍA,24,135,plasma,false,680.00
1101,ECN-CAT-QC-168,Cuantificación de Sodio,true,study,ENZIMÁTICO,21,120,serum,false,580.00
1102,ECN-CAT-QC-169,Cuantificación de Potasio,true,study,ESPECTROFOTOMETRÍA,18,105,plasma,false,520.00
1103,ECN-CAT-QC-170,Cuantificación de Cloro,true,study,COLORIMETRÍA,10,90,serum,true,420.00
1104,ECN-CAT-QC-171,Cuantificación de Hierro sérico,true,study,ENZIMÁTICO,7,60,plasma,false,280.00
1105,ECN-CAT-QC-172,Cuantificación de Amilasa,true,study,ESPECTROFOTOMETRÍA,4,60,serum,false,220.00
1106,ECN-CAT-QC-173,Cuantificación de Lipasa,true,study,COLORIMETRÍA,31,150,plasma,true,770.00
1107,ECN-CAT-QC-174,Cuantificación de Lactato deshidrogenasa,true,study,ENZIMÁTICO,28,135,serum,true,680.00
1108,ECN-CAT-QC-175,Cuantificación de Hemoglobina glucosilada,true,study,ESPECTROFOTOMETRÍA,20,135,blood,false,620.00
1109,ECN-CAT-QC-176,Evaluación de Glucosa,true,study,COLORIMETRÍA,17,105,serum,false,560.00
1110,ECN-CAT-QC-177,Evaluación de Urea,true,study,ENZIMÁTICO,14,75,plasma,false,460.00
1111,ECN-CAT-QC-178,Evaluación de Creatinina,true,study,ESPECTROFOTOMETRÍA,11,75,serum,false,400.00
1112,ECN-CAT-QC-179,Evaluación de Ácido úrico,true,study,COLORIMETRÍA,8,45,plasma,false,300.00
1113,ECN-CAT-QC-180,Evaluación de Colesterol total,true,study,ENZIMÁTICO,1,30,serum,false,110.00
1114,ECN-CAT-QC-181,Evaluación de Triglicéridos,true,study,ESPECTROFOTOMETRÍA,27,150,plasma,true,760.00
1115,ECN-CAT-QC-182,Evaluación de Bilirrubina total,true,study,COLORIMETRÍA,24,135,serum,false,650.00
1116,ECN-CAT-QC-183,Evaluación de Bilirrubina directa,true,study,ENZIMÁTICO,21,120,plasma,false,560.00
1117,ECN-CAT-QC-184,Evaluación de Alanina aminotransferasa,true,study,ESPECTROFOTOMETRÍA,18,120,serum,false,500.00
1118,ECN-CAT-QC-185,Evaluación de Aspartato aminotransferasa,true,study,COLORIMETRÍA,10,90,plasma,false,390.00
1119,ECN-CAT-QC-186,Evaluación de Fosfatasa alcalina,true,study,ENZIMÁTICO,7,75,serum,false,340.00
1120,ECN-CAT-QC-187,Evaluación de Gamma glutamil transferasa,true,study,ESPECTROFOTOMETRÍA,4,60,plasma,true,280.00
1121,ECN-CAT-QC-188,Evaluación de Albúmina,true,study,COLORIMETRÍA,31,165,serum,true,840.00
1122,ECN-CAT-QC-189,Evaluación de Proteínas totales,true,study,ENZIMÁTICO,28,135,plasma,true,650.00
1123,ECN-CAT-QC-190,Evaluación de Calcio,true,study,ESPECTROFOTOMETRÍA,20,135,serum,false,590.00
1124,ECN-CAT-QC-191,Evaluación de Fósforo,true,study,COLORIMETRÍA,17,105,plasma,false,530.00
1125,ECN-CAT-QC-192,Evaluación de Magnesio,true,study,ENZIMÁTICO,14,90,serum,false,440.00
1126,ECN-CAT-QC-193,Evaluación de Sodio,true,study,ESPECTROFOTOMETRÍA,11,90,plasma,false,380.00
1127,ECN-CAT-QC-194,Evaluación de Potasio,true,study,COLORIMETRÍA,8,60,serum,false,270.00
1128,ECN-CAT-QC-195,Evaluación de Cloro,true,study,ENZIMÁTICO,1,30,plasma,false,170.00
1129,ECN-CAT-QC-196,Evaluación de Hierro sérico,true,study,ESPECTROFOTOMETRÍA,27,150,serum,true,770.00
1130,ECN-CAT-QC-197,Evaluación de Amilasa,true,study,COLORIMETRÍA,24,120,plasma,false,720.00
1131,ECN-CAT-QC-198,Evaluación de Lipasa,true,study,ENZIMÁTICO,21,105,serum,false,530.00
1132,ECN-CAT-QC-199,Evaluación de Lactato deshidrogenasa,true,study,ESPECTROFOTOMETRÍA,18,105,plasma,false,470.00
1133,ECN-CAT-QC-200,Evaluación de Hemoglobina glucosilada,true,study,COLORIMETRÍA,10,75,blood,false,360.00
1134,ECN-CAT-QC-201,Control de Glucosa,true,study,ENZIMÁTICO,7,60,plasma,false,260.00
1135,ECN-CAT-QC-202,Control de Urea,true,study,ESPECTROFOTOMETRÍA,4,45,serum,false,260.00
1136,ECN-CAT-QC-203,Control de Creatinina,true,study,COLORIMETRÍA,31,165,plasma,true,810.00
1137,ECN-CAT-QC-204,Control de Ácido úrico,true,study,ENZIMÁTICO,28,150,serum,false,710.00
1138,ECN-CAT-QC-205,Control de Colesterol total,true,study,ESPECTROFOTOMETRÍA,20,135,plasma,false,650.00
1139,ECN-CAT-QC-206,Control de Triglicéridos,true,study,COLORIMETRÍA,17,120,serum,false,550.00
1140,ECN-CAT-QC-207,Control de Bilirrubina total,true,study,ENZIMÁTICO,14,90,plasma,false,410.00
1141,ECN-CAT-QC-208,Control de Bilirrubina directa,true,study,ESPECTROFOTOMETRÍA,11,90,serum,false,350.00
1142,ECN-CAT-QC-209,Control de Alanina aminotransferasa,true,study,COLORIMETRÍA,8,60,plasma,false,240.00
1143,ECN-CAT-QC-210,Control de Aspartato aminotransferasa,true,study,ENZIMÁTICO,1,45,serum,false,140.00
1144,ECN-CAT-QC-211,Control de Fosfatasa alcalina,true,study,ESPECTROFOTOMETRÍA,27,165,plasma,true,750.00
1145,ECN-CAT-QC-212,Control de Gamma glutamil transferasa,true,study,COLORIMETRÍA,24,135,serum,false,690.00
1146,ECN-CAT-QC-213,Control de Albúmina,true,study,ENZIMÁTICO,21,105,plasma,false,590.00
1147,ECN-CAT-QC-214,Control de Proteínas totales,true,study,ESPECTROFOTOMETRÍA,18,105,serum,false,530.00
1148,ECN-CAT-QC-215,Control de Calcio,true,study,COLORIMETRÍA,10,75,plasma,false,430.00
1149,ECN-CAT-QC-216,Control de Fósforo,true,study,ENZIMÁTICO,7,60,serum,false,240.00
1150,ECN-CAT-QC-217,Control de Magnesio,true,study,ESPECTROFOTOMETRÍA,4,60,plasma,false,230.00
1151,ECN-CAT-QC-218,Control de Sodio,true,study,COLORIMETRÍA,31,150,serum,true,780.00
1152,ECN-CAT-QC-219,Control de Potasio,true,study,ENZIMÁTICO,28,135,plasma,true,680.00
1153,ECN-CAT-QC-220,Control de Cloro,true,study,ESPECTROFOTOMETRÍA,20,120,serum,false,630.00
1154,ECN-CAT-QC-221,Control de Hierro sérico,true,study,COLORIMETRÍA,17,105,plasma,true,520.00
1155,ECN-CAT-QC-222,Control de Amilasa,true,study,ENZIMÁTICO,14,75,serum,false,470.00
1156,ECN-CAT-QC-223,Control de Lipasa,true,study,ESPECTROFOTOMETRÍA,11,75,plasma,false,410.00
1157,ECN-CAT-QC-224,Control de Lactato deshidrogenasa,true,study,COLORIMETRÍA,8,75,serum,false,310.00
1158,ECN-CAT-QC-225,Control de Hemoglobina glucosilada,true,study,ENZIMÁTICO,1,45,blood,false,120.00
1159,ECN-CAT-QC-226,Confirmación de Glucosa,true,study,ESPECTROFOTOMETRÍA,27,165,serum,true,720.00
1160,ECN-CAT-QC-227,Confirmación de Urea,true,study,COLORIMETRÍA,24,135,plasma,false,660.00
1161,ECN-CAT-QC-228,Confirmación de Creatinina,true,study,ENZIMÁTICO,21,120,serum,false,560.00
1162,ECN-CAT-QC-229,Confirmación de Ácido úrico,true,study,ESPECTROFOTOMETRÍA,18,120,plasma,false,510.00
1163,ECN-CAT-QC-230,Confirmación de Colesterol total,true,study,COLORIMETRÍA,10,90,serum,false,400.00
1164,ECN-CAT-QC-231,Confirmación de Triglicéridos,true,study,ENZIMÁTICO,7,60,plasma,false,300.00
1165,ECN-CAT-QC-232,Confirmación de Bilirrubina total,true,study,ESPECTROFOTOMETRÍA,4,60,serum,false,290.00
1166,ECN-CAT-QC-233,Confirmación de Bilirrubina directa,true,study,COLORIMETRÍA,31,150,plasma,true,850.00
1167,ECN-CAT-QC-234,Confirmación de Alanina aminotransferasa,true,study,ENZIMÁTICO,28,135,serum,true,660.00
1168,ECN-CAT-QC-235,Confirmación de Aspartato aminotransferasa,true,study,ESPECTROFOTOMETRÍA,20,135,plasma,false,600.00
1169,ECN-CAT-QC-236,Confirmación de Fosfatasa alcalina,true,study,COLORIMETRÍA,17,105,serum,false,490.00
1170,ECN-CAT-QC-237,Confirmación de Gamma glutamil transferasa,true,study,ENZIMÁTICO,14,90,plasma,false,440.00
1171,ECN-CAT-QC-238,Confirmación de Albúmina,true,study,ESPECTROFOTOMETRÍA,11,75,serum,true,390.00
1172,ECN-CAT-QC-239,Confirmación de Proteínas totales,true,study,COLORIMETRÍA,8,60,plasma,false,280.00
1173,ECN-CAT-QC-240,Confirmación de Calcio,true,study,ENZIMÁTICO,1,30,serum,false,180.00
1174,ECN-CAT-QC-241,Confirmación de Fósforo,true,study,ESPECTROFOTOMETRÍA,27,150,plasma,true,780.00
1175,ECN-CAT-QC-242,Confirmación de Magnesio,true,study,COLORIMETRÍA,24,120,serum,false,730.00
1176,ECN-CAT-QC-243,Confirmación de Sodio,true,study,ENZIMÁTICO,21,105,plasma,false,540.00
1177,ECN-CAT-QC-244,Confirmación de Potasio,true,study,ESPECTROFOTOMETRÍA,18,105,serum,false,480.00
1178,ECN-CAT-HEM-126,Determinación de Biometría hemática,true,study,IMPEDANCIA,15,105,blood,false,500.00
1179,ECN-CAT-HEM-127,Determinación de Hemoglobina,true,study,CITOMETRÍA,12,135,blood,false,500.00
1180,ECN-CAT-HEM-128,Determinación de Hematocrito,true,study,MICROSCOPÍA,9,90,blood,false,300.00
1181,ECN-CAT-HEM-129,Determinación de Eritrocitos,true,study,IMPEDANCIA,1,45,blood,false,280.00
1182,ECN-CAT-HEM-130,Determinación de Leucocitos,true,study,CITOMETRÍA,28,195,blood,true,960.00
1183,ECN-CAT-HEM-131,Determinación de Plaquetas,true,study,MICROSCOPÍA,25,165,blood,true,740.00
1184,ECN-CAT-HEM-132,Determinación de Reticulocitos,true,study,IMPEDANCIA,22,135,blood,false,600.00
1185,ECN-CAT-HEM-133,Determinación de Volumen corpuscular medio,true,study,CITOMETRÍA,19,165,blood,false,600.00
1186,ECN-CAT-HEM-134,Determinación de Hemoglobina corpuscular media,true,study,MICROSCOPÍA,11,135,blood,false,440.00
1187,ECN-CAT-HEM-135,Determinación de Concentración media de hemoglobina,true,study,IMPEDANCIA,8,90,blood,false,380.00
1188,ECN-CAT-HEM-136,Determinación de Ancho de distribución eritrocitaria,true,study,CITOMETRÍA,5,120,blood,true,380.00
1189,ECN-CAT-HEM-137,Determinación de Neutrófilos,true,study,MICROSCOPÍA,2,90,blood,false,180.00
1190,ECN-CAT-HEM-138,Determinación de Linfocitos,true,study,IMPEDANCIA,29,150,blood,true,780.00
1191,ECN-CAT-HEM-139,Determinación de Monocitos,true,study,CITOMETRÍA,21,180,blood,false,840.00
1192,ECN-CAT-HEM-140,Determinación de Eosinófilos,true,study,MICROSCOPÍA,18,150,blood,false,620.00
1193,ECN-CAT-HEM-141,Determinación de Basófilos,true,study,IMPEDANCIA,15,105,blood,false,480.00
1194,ECN-CAT-HEM-142,Determinación de Velocidad de sedimentación,true,study,CITOMETRÍA,12,135,blood,false,480.00
1195,ECN-CAT-HEM-143,Determinación de Frotis de sangre periférica,true,study,MICROSCOPÍA,9,105,blood,false,280.00
1196,ECN-CAT-HEM-144,Determinación de Conteo diferencial,true,study,IMPEDANCIA,1,60,blood,false,260.00
1197,ECN-CAT-HEM-145,Determinación de Índice plaquetario,true,study,CITOMETRÍA,28,210,blood,true,920.00
1198,ECN-CAT-HEM-146,Determinación de Morfología eritrocitaria,true,study,MICROSCOPÍA,25,165,blood,true,720.00
1199,ECN-CAT-HEM-147,Determinación de Morfología leucocitaria,true,study,IMPEDANCIA,22,120,blood,false,660.00
1200,ECN-CAT-HEM-148,Determinación de Morfología plaquetaria,true,study,CITOMETRÍA,19,150,blood,false,660.00
1201,ECN-CAT-HEM-149,Determinación de Hemoparásitos,true,study,MICROSCOPÍA,11,120,blood,false,500.00
1202,ECN-CAT-HEM-150,Determinación de Prueba de falciformación,true,study,IMPEDANCIA,8,75,blood,false,360.00
1203,ECN-CAT-HEM-151,Cuantificación de Biometría hemática,true,study,CITOMETRÍA,5,105,blood,false,360.00
1204,ECN-CAT-HEM-152,Cuantificación de Hemoglobina,true,study,MICROSCOPÍA,2,75,blood,false,160.00
1205,ECN-CAT-HEM-153,Cuantificación de Hematocrito,true,study,IMPEDANCIA,29,165,blood,false,740.00
1206,ECN-CAT-HEM-154,Cuantificación de Eritrocitos,true,study,CITOMETRÍA,21,195,blood,false,800.00
1207,ECN-CAT-HEM-155,Cuantificación de Leucocitos,true,study,MICROSCOPÍA,18,165,blood,false,600.00
1208,ECN-CAT-HEM-156,Cuantificación de Plaquetas,true,study,IMPEDANCIA,15,105,blood,false,540.00
1209,ECN-CAT-HEM-157,Cuantificación de Reticulocitos,true,study,CITOMETRÍA,12,135,blood,false,540.00
1210,ECN-CAT-HEM-158,Cuantificación de Volumen corpuscular medio,true,study,MICROSCOPÍA,9,105,blood,false,340.00
1211,ECN-CAT-HEM-159,Cuantificación de Hemoglobina corpuscular media,true,study,IMPEDANCIA,1,60,blood,false,240.00
1212,ECN-CAT-HEM-160,Cuantificación de Concentración media de hemoglobina,true,study,CITOMETRÍA,28,210,blood,true,900.00
1213,ECN-CAT-HEM-161,Cuantificación de Ancho de distribución eritrocitaria,true,study,MICROSCOPÍA,25,180,blood,true,700.00
1214,ECN-CAT-HEM-162,Cuantificación de Neutrófilos,true,study,IMPEDANCIA,22,135,blood,false,620.00
1215,ECN-CAT-HEM-163,Cuantificación de Linfocitos,true,study,CITOMETRÍA,19,165,blood,false,640.00
1216,ECN-CAT-HEM-164,Cuantificación de Monocitos,true,study,MICROSCOPÍA,11,120,blood,false,440.00
1217,ECN-CAT-HEM-165,Cuantificación de Eosinófilos,true,study,IMPEDANCIA,8,75,blood,false,420.00
1218,ECN-CAT-HEM-166,Cuantificación de Basófilos,true,study,CITOMETRÍA,5,105,blood,false,420.00
1219,ECN-CAT-HEM-167,Cuantificación de Velocidad de sedimentación,true,study,MICROSCOPÍA,2,75,blood,false,220.00
1220,ECN-CAT-HEM-168,Cuantificación de Frotis de sangre periférica,true,study,IMPEDANCIA,29,150,blood,true,720.00
1221,ECN-CAT-HEM-169,Cuantificación de Conteo diferencial,true,study,CITOMETRÍA,21,180,blood,false,740.00
1222,ECN-CAT-HEM-170,Cuantificación de Índice plaquetario,true,study,MICROSCOPÍA,18,150,blood,true,580.00
1223,ECN-CAT-HEM-171,Cuantificación de Morfología eritrocitaria,true,study,IMPEDANCIA,15,90,blood,false,500.00
1224,ECN-CAT-HEM-172,Cuantificación de Morfología leucocitaria,true,study,CITOMETRÍA,12,120,blood,false,520.00
